epoch,epoch_time,train_time,loss,prec,recall,ndcg,nov
1,7.181564807891846,1.4516713619232178,6256.6836,0.08775165562913402,0.2987424958405023,0.0,2.0029021766498984
2,7.625223159790039,1.4322404861450195,5968.248,0.10155629139071869,0.34659681710232404,0.0,2.0511264016651616
3,7.589942932128906,1.440176248550415,5823.7812,0.11471026490065518,0.40367393365344745,0.0,2.3557744064992194
4,8.69403338432312,1.5141422748565674,5743.317,0.12352814569535792,0.4375389236154966,0.0,2.4156521740307544
